price,age,hp_kW,km,Gearing_Type,make_model
7900,3.0,51.0,84097.0,Manual,Opel Corsa
8490,1.0,66.0,27806.0,Manual,Opel Corsa
19999,1.0,85.0,10265.0,Automatic,Audi A3
21300,2.0,85.0,14133.0,Automatic,Audi A3
17445,2.0,92.0,38562.0,Automatic,Audi A1
9580,0.0,66.0,76300.0,Manual,Opel Corsa
14900,1.0,81.0,5.0,Manual,Opel Astra
15990,1.0,67.0,22869.0,Automatic,Renault Clio
7900,3.0,51.0,33633.0,Manual,Opel Corsa
21150,1.0,85.0,10700.0,Manual,Audi A3
9800,1.0,66.0,44200.0,Manual,Opel Corsa
22980,1.0,125.0,24703.0,Automatic,Opel Insignia
16950,3.0,96.0,76000.0,Manual,Renault Espace
11290,0.0,66.0,50.0,Manual,Opel Corsa
11290,3.0,70.0,22000.0,Manual,Audi A1
17490,2.0,82.0,22978.0,Automatic,Audi A3
27690,0.0,149.0,990.0,Automatic,Opel Astra
35990,0.0,121.0,4900.0,Manual,Opel Insignia
15990,3.0,110.0,74740.0,Automatic,Audi A3
8500,3.0,55.0,55000.0,Manual,Renault Clio
22890,1.0,85.0,8050.0,Automatic,Audi A3
7795,3.0,65.0,162960.0,Manual,Renault Clio
15928,1.0,88.0,100.0,Automatic,Renault Clio
15290,1.0,77.0,38.0,Manual,Opel Astra
15850,2.0,92.0,17768.0,Manual,Audi A1
7450,3.0,51.0,38556.0,Manual,Opel Corsa
19700,1.0,85.0,12785.0,Manual,Audi A3
42490,0.0,147.0,16500.0,Automatic,Renault Espace
22980,1.0,110.0,18100.0,Automatic,Audi A3
18900,1.0,85.0,10273.0,Automatic,Audi A1
9850,2.0,54.0,16000.0,Manual,Renault Clio
10400,3.0,81.0,111000.0,Manual,Opel Astra
13390,2.0,87.0,31356.0,Automatic,Renault Clio
7900,2.0,55.0,20971.0,Manual,Renault Clio
23950,1.0,121.0,29000.0,Automatic,Opel Insignia
16900,3.0,118.0,122000.0,Semi-automatic,Renault Espace
15600,0.0,66.0,10.0,Automatic,Renault Clio
19900,1.0,100.0,27384.0,Automatic,Opel Insignia
19790,2.0,85.0,28095.0,Manual,Audi A3
13990,1.0,66.0,26984.0,Automatic,Opel Corsa
8490,3.0,56.0,99495.0,Manual,Renault Clio
12990,2.0,81.0,61000.0,Manual,Opel Astra
14980,3.0,125.0,88400.0,Automatic,Opel Insignia
16690,2.0,85.0,69000.0,Manual,Audi A3
12636,2.0,81.0,23176.0,Manual,Opel Astra
12990,1.0,100.0,49432.0,Automatic,Opel Astra
23021,1.0,162.0,10.0,Automatic,Renault Clio
17990,1.0,103.0,14600.0,Manual,Opel Insignia
29000,1.0,162.0,23000.0,Semi-automatic,Renault Clio
16977,0.0,77.0,1647.3626086956522,Manual,Opel Astra
20980,1.0,125.0,28650.0,Manual,Opel Insignia
13900,2.0,88.0,35638.0,Manual,Opel Insignia
9900,1.0,54.0,5307.0,Manual,Renault Clio
21290,0.0,70.0,1200.0,Automatic,Audi A1
25470,0.0,85.0,10.0,Manual,Audi A3
17990,2.0,81.0,26000.0,Manual,Audi A3
12980,3.0,125.0,146887.0,Manual,Opel Insignia
33250,1.0,110.0,25000.0,Semi-automatic,Audi A3
15690,1.0,100.0,42981.0,Automatic,Opel Astra
25980,0.0,125.0,1647.3626086956522,Manual,Opel Insignia
17990,0.0,77.0,1443.0,Manual,Opel Astra
15380,3.0,110.0,76900.0,Manual,Audi A3
10400,3.0,81.0,164000.0,Manual,Opel Astra
22825,1.0,125.0,22650.0,Automatic,Opel Insignia
13750,3.0,100.0,36000.0,Automatic,Opel Astra
18800,2.0,125.0,24171.0,Manual,Opel Insignia
12495,2.0,77.0,18400.0,Manual,Opel Astra
18500,1.0,85.0,11300.0,Automatic,Audi A1
18150,3.0,81.0,95117.0,Automatic,Audi A3
35490,0.0,100.0,10.0,Automatic,Opel Insignia
15950,2.0,66.0,45000.0,Manual,Audi A1
29125,0.0,121.0,1647.3626086956522,Manual,Opel Insignia
13000,3.0,81.0,69800.0,Manual,Audi A3
36900,0.0,125.0,1.0,Automatic,Opel Insignia
26095,0.0,147.0,1647.3626086956522,Automatic,Opel Insignia
21461,1.0,85.0,20719.0,Manual,Audi A3
9500,1.0,51.0,20000.0,Manual,Opel Corsa
36450,0.0,154.0,10.0,Automatic,Opel Insignia
15880,2.0,70.0,21000.0,Manual,Audi A1
33992,0.0,125.0,1000.0,Automatic,Opel Insignia
11199,0.0,56.0,10.0,Manual,Renault Clio
38950,0.0,147.0,15000.0,Automatic,Renault Espace
9650,2.0,54.0,31000.0,Manual,Renault Clio
11462,0.0,66.0,1647.3626086956522,Manual,Renault Clio
14480,1.0,81.0,21500.0,Manual,Opel Astra
14990,3.0,70.0,35367.0,Automatic,Audi A1
15834,1.0,66.0,23858.0,Manual,Audi A1
19900,1.0,85.0,10900.0,Manual,Audi A3
14700,3.0,92.0,35730.0,Automatic,Audi A1
14500,2.0,85.0,20000.0,Manual,Audi A1
11980,2.0,125.0,161689.0,Automatic,Opel Insignia
15840,0.0,66.0,10.0,Automatic,Opel Corsa
22900,1.0,85.0,15000.0,Semi-automatic,Audi A3
13750,3.0,70.0,63608.0,Manual,Audi A1
16990,0.0,66.0,1647.3626086956522,Automatic,Opel Corsa
8490,3.0,55.0,95000.0,Manual,Renault Clio
32576,1.0,118.0,10100.0,Automatic,Renault Espace
10979,3.0,85.0,48115.0,Manual,Opel Astra
7900,2.0,55.0,20971.0,Manual,Renault Clio
16350,3.0,81.0,84000.0,Semi-automatic,Audi A3
23988,0.0,85.0,10.0,Automatic,Audi A3
8700,2.0,54.0,31000.0,Manual,Renault Clio
19950,3.0,118.0,66000.0,Automatic,Renault Espace
16985,2.0,85.0,20000.0,Manual,Audi A3
13500,2.0,88.0,27258.0,Manual,Opel Insignia
15900,2.0,70.0,36616.0,Manual,Audi A1
11990,2.0,81.0,66000.0,Manual,Opel Astra
21700,1.0,85.0,20557.0,Manual,Audi A3
9700,0.0,51.0,1647.3626086956522,Manual,Opel Corsa
15990,2.0,70.0,18000.0,Manual,Audi A1
9495,3.0,81.0,110000.0,Manual,Opel Astra
16975,2.0,70.0,19177.0,Automatic,Audi A1
19300,0.0,66.0,10.0,Automatic,Renault Clio
14490,1.0,66.0,4415.0,Automatic,Opel Corsa
15200,3.0,66.0,49600.0,Automatic,Audi A1
18980,1.0,110.0,29304.0,Automatic,Opel Astra
11890,2.0,87.0,46000.0,Automatic,Renault Clio
9980,3.0,100.0,155000.0,Automatic,Opel Insignia
15950,3.0,125.0,80052.0,Automatic,Opel Insignia
18950,1.0,110.0,25200.0,Automatic,Opel Astra
23840,1.0,85.0,15000.0,Automatic,Audi A3
9390,1.0,66.0,25000.0,Manual,Opel Corsa
18500,1.0,162.0,44000.0,Automatic,Renault Clio
13690,3.0,100.0,81298.0,Automatic,Opel Insignia
8790,2.0,51.0,36889.0,Manual,Opel Corsa
15869,2.0,70.0,15184.0,Manual,Audi A1
15790,3.0,88.0,60000.0,Manual,Opel Insignia
32990,0.0,121.0,5000.0,Automatic,Opel Insignia
6980,3.0,70.0,99479.0,Manual,Opel Corsa
18400,3.0,81.0,48000.0,Automatic,Audi A3
19450,1.0,70.0,7693.0,Automatic,Audi A1
22900,0.0,85.0,50.0,Manual,Audi A3
23200,0.0,110.0,750.0,Automatic,Opel Astra
26974,0.0,122.0,1647.3626086956522,Automatic,Opel Insignia
13990,1.0,77.0,40275.0,Manual,Opel Astra
17850,3.0,92.0,52896.0,Automatic,Audi A1
19800,2.0,100.0,36354.0,Automatic,Opel Insignia
18290,0.0,81.0,10.0,Manual,Opel Astra
32500,0.0,165.0,1510.0,Automatic,Renault Espace
7380,3.0,81.0,142669.0,Manual,Opel Astra
12533,0.0,66.0,1647.3626086956522,Automatic,Opel Corsa
15490,3.0,81.0,53994.0,Manual,Audi A3
6480,3.0,51.0,95535.0,Manual,Opel Corsa
7460,3.0,51.0,33550.0,Manual,Opel Corsa
14999,1.0,60.0,12500.0,Manual,Audi A1
16450,3.0,100.0,44000.0,Automatic,Opel Insignia
20790,1.0,103.0,17000.0,Manual,Opel Insignia
21390,2.0,121.0,12669.0,Automatic,Opel Insignia
21500,1.0,85.0,21426.0,Manual,Audi A3
27450,0.0,100.0,1647.3626086956522,Manual,Opel Insignia
18950,1.0,110.0,24353.0,Automatic,Opel Astra
13970,3.0,100.0,81279.0,Automatic,Opel Insignia
21499,1.0,85.0,19980.0,Automatic,Audi A3
13430,3.0,70.0,58500.0,Manual,Audi A1
12890,3.0,70.0,18699.0,Manual,Audi A1
13980,2.0,100.0,86945.0,Automatic,Opel Astra
7580,3.0,51.0,36944.0,Manual,Opel Corsa
12300,3.0,125.0,120810.0,Manual,Opel Insignia
15900,3.0,81.0,165000.0,Semi-automatic,Audi A3
27440,3.0,96.0,25069.0,Manual,Renault Espace
14200,2.0,103.0,35123.0,Manual,Opel Insignia
27150,0.0,147.0,7.0,Automatic,Opel Astra
26290,0.0,112.0,150.0,Automatic,Opel Astra
27488,0.0,110.0,10.0,Automatic,Audi A3
39746,0.0,147.0,15.0,Manual,Opel Insignia
37380,0.0,154.0,3720.0,Automatic,Opel Insignia
22590,0.0,85.0,1647.3626086956522,Manual,Audi A1
13580,1.0,66.0,14682.0,Automatic,Opel Corsa
20900,1.0,125.0,27980.0,Manual,Opel Insignia
22550,1.0,125.0,28848.0,Automatic,Opel Insignia
9890,0.0,56.0,1.0,Manual,Renault Clio
24425,0.0,85.0,28.0,Automatic,Audi A3
6950,3.0,55.0,82000.0,Manual,Opel Corsa
19990,2.0,125.0,85000.0,Automatic,Opel Insignia
14800,2.0,100.0,82381.0,Automatic,Opel Insignia
50000,1.0,294.0,25000.0,Semi-automatic,Audi A3
18875,1.0,100.0,28953.0,Automatic,Opel Astra
23990,2.0,118.0,48600.0,Automatic,Renault Espace
22789,1.0,121.0,28854.0,Automatic,Opel Insignia
9799,1.0,66.0,38088.0,Manual,Opel Corsa
16390,1.0,66.0,26700.0,Manual,Audi A1
12990,1.0,66.0,5300.0,Automatic,Opel Corsa
8650,3.0,66.0,103155.0,Manual,Renault Clio
13930,3.0,100.0,91842.0,Automatic,Opel Astra
23776,0.0,100.0,1647.3626086956522,Manual,Opel Insignia
8150,2.0,55.0,30012.0,Manual,Renault Clio
17950,1.0,100.0,29966.0,Automatic,Opel Astra
31490,2.0,118.0,39990.0,Automatic,Renault Espace
20500,1.0,110.0,25000.0,Manual,Audi A3
14200,3.0,66.0,66900.0,Manual,Audi A1
23995,0.0,85.0,1647.3626086956522,Manual,Audi A3
8450,3.0,81.0,98000.0,Manual,Opel Astra
15485,1.0,87.0,22439.0,Automatic,Renault Clio
12400,2.0,81.0,21850.0,Manual,Opel Astra
13990,1.0,66.0,5434.0,Automatic,Opel Corsa
16980,1.0,66.0,26888.0,Manual,Audi A1
9990,0.0,51.0,3.0,Manual,Opel Corsa
20750,1.0,85.0,17200.0,Automatic,Audi A3
10690,0.0,51.0,5.0,Manual,Opel Corsa
25539,0.0,110.0,1.0,Automatic,Audi A3
29900,2.0,118.0,36147.0,Automatic,Renault Espace
17980,3.0,92.0,34491.0,Automatic,Audi A3
11450,0.0,56.0,10.0,Manual,Renault Clio
23490,2.0,85.0,19000.0,Semi-automatic,Audi A3
16799,0.0,77.0,10.0,Manual,Opel Astra
9400,2.0,55.0,36000.0,Manual,Renault Clio
11250,0.0,51.0,10.0,Manual,Opel Corsa
14970,1.0,85.0,85.0,Automatic,Opel Astra
37000,1.0,118.0,14400.0,Automatic,Renault Espace
7750,3.0,55.0,129617.0,Manual,Opel Corsa
13950,2.0,110.0,149000.0,Manual,Audi A3
18950,2.0,71.0,22224.0,Automatic,Audi A1
11490,3.0,100.0,76250.0,Automatic,Opel Insignia
11445,3.0,70.0,39668.0,Manual,Audi A1
10800,3.0,125.0,200000.0,Automatic,Opel Insignia
19990,1.0,103.0,14970.0,Manual,Opel Insignia
15850,1.0,66.0,19899.0,Manual,Audi A1
18490,1.0,164.0,10564.0,Automatic,Renault Clio
25740,0.0,100.0,1647.3626086956522,Automatic,Opel Astra
7850,3.0,55.0,77000.0,Manual,Renault Clio
8990,2.0,51.0,11875.0,Manual,Opel Corsa
22450,1.0,70.0,24435.0,Automatic,Audi A1
14490,1.0,71.0,30757.0,Manual,Audi A1
7590,3.0,51.0,44409.0,Manual,Opel Corsa
10680,3.0,81.0,84893.0,Manual,Opel Astra
18990,2.0,81.0,20000.0,Automatic,Audi A3
18950,1.0,110.0,22019.0,Automatic,Opel Astra
11480,3.0,125.0,167255.0,Manual,Opel Insignia
17550,2.0,100.0,25400.0,Manual,Opel Insignia
22500,2.0,66.0,8000.0,Semi-automatic,Audi A1
19400,2.0,110.0,38974.0,Manual,Audi A3
27500,2.0,147.0,44000.0,Automatic,Renault Espace
24195,0.0,100.0,1647.3626086956522,Automatic,Opel Astra
16490,3.0,81.0,63252.0,Automatic,Audi A3
19895,2.0,100.0,14980.0,Automatic,Opel Insignia
22490,1.0,85.0,18885.0,Automatic,Audi A3
16980,1.0,70.0,10000.0,Manual,Audi A1
15850,0.0,66.0,3260.0,Automatic,Opel Corsa
18000,3.0,81.0,42500.0,Automatic,Audi A3
11399,0.0,51.0,5.0,Manual,Opel Corsa
15990,3.0,100.0,64548.0,Automatic,Opel Astra
9490,2.0,54.0,37176.0,Manual,Renault Clio
14980,3.0,110.0,291800.0,Manual,Audi A3
16700,1.0,70.0,12446.0,Manual,Audi A1
8490,1.0,66.0,20768.0,Manual,Opel Corsa
15850,1.0,60.0,24.0,Manual,Audi A1
39490,0.0,121.0,1647.3626086956522,Automatic,Opel Insignia
20990,2.0,92.0,28000.0,Automatic,Audi A1
25800,0.0,85.0,1.0,Automatic,Audi A1
10564,0.0,56.0,10.0,Manual,Renault Clio
31990,1.0,118.0,2748.0,Automatic,Renault Espace
22500,1.0,85.0,37.0,Automatic,Audi A3
16450,2.0,66.0,121.0,Automatic,Renault Clio
21900,1.0,141.0,973.0,Automatic,Audi A1
11299,0.0,56.0,10.0,Manual,Renault Clio
24590,0.0,110.0,1647.3626086956522,Automatic,Opel Astra
15380,1.0,92.0,9364.0,Manual,Opel Astra
28990,0.0,100.0,2254.0,Automatic,Opel Insignia
9650,2.0,54.0,3000.0,Manual,Renault Clio
12880,3.0,66.0,68048.0,Manual,Audi A1
19950,3.0,118.0,66000.0,Automatic,Renault Espace
19900,1.0,100.0,29853.0,Automatic,Opel Insignia
10880,0.0,56.0,10.0,Manual,Renault Clio
15950,3.0,125.0,89000.0,Automatic,Opel Insignia
8999,3.0,100.0,183400.0,Manual,Opel Astra
16990,2.0,110.0,6800.0,Automatic,Opel Astra
21670,0.0,85.0,10.0,Manual,Audi A1
14950,3.0,81.0,119500.0,Automatic,Audi A3
22999,1.0,85.0,22420.0,Automatic,Audi A3
14900,0.0,66.0,1647.3626086956522,Automatic,Opel Corsa
23980,0.0,85.0,6000.0,Manual,Audi A3
17390,1.0,87.0,6490.0,Automatic,Renault Clio
9679,2.0,66.0,44235.0,Manual,Renault Clio
16990,2.0,67.0,13534.0,Automatic,Renault Clio
15850,2.0,110.0,51200.0,Automatic,Opel Astra
15949,2.0,60.0,24850.0,Manual,Audi A1
10950,2.0,100.0,140000.0,Automatic,Opel Astra
17690,2.0,87.0,27155.0,Automatic,Audi A3
14213,0.0,66.0,10.0,Automatic,Opel Corsa
17290,0.0,66.0,10.0,Automatic,Opel Corsa
14950,2.0,100.0,76985.0,Automatic,Opel Astra
16890,2.0,100.0,8200.0,Manual,Opel Insignia
14850,3.0,81.0,117000.0,Manual,Audi A3
10690,1.0,55.0,58480.0,Manual,Renault Clio
16500,3.0,81.0,122584.0,Automatic,Audi A3
20300,1.0,85.0,35000.0,Automatic,Audi A3
13900,3.0,100.0,46000.0,Automatic,Opel Astra
9990,2.0,70.0,104000.0,Manual,Opel Astra
14990,1.0,77.0,14960.0,Manual,Opel Astra
7600,2.0,51.0,65000.0,Manual,Opel Corsa
18880,1.0,70.0,7021.0,Automatic,Audi A1
25990,0.0,85.0,10.0,Automatic,Audi A3
13600,0.0,66.0,1.0,Automatic,Renault Clio
9495,1.0,51.0,23736.0,Manual,Opel Corsa
10990,0.0,56.0,4500.0,Manual,Renault Clio
20400,1.0,85.0,17000.0,Manual,Audi A3
15784,3.0,67.0,65838.0,Automatic,Audi A1
21480,0.0,70.0,1647.3626086956522,Manual,Audi A1
16900,1.0,60.0,10000.0,Manual,Audi A1
15900,3.0,100.0,34512.0,Automatic,Opel Astra
9990,3.0,74.0,50000.0,Manual,Opel Astra
18444,3.0,92.0,50066.0,Automatic,Audi A1
14980,2.0,100.0,57840.0,Automatic,Opel Astra
9950,3.0,100.0,180000.0,Automatic,Opel Insignia
19400,2.0,81.0,36792.0,Automatic,Audi A3
34975,0.0,165.0,15.0,Automatic,Renault Espace
10950,3.0,81.0,100311.0,Manual,Opel Astra
17990,0.0,92.0,7700.0,Manual,Opel Astra
21478,1.0,85.0,8604.0,Manual,Audi A3
14290,3.0,81.0,65700.0,Manual,Audi A3
11490,3.0,100.0,89200.0,Automatic,Opel Insignia
19999,1.0,92.0,6448.0,Automatic,Audi A1
18800,0.0,85.0,1647.3626086956522,Manual,Audi A1
24950,0.0,121.0,125.0,Manual,Opel Insignia
21980,1.0,125.0,19212.0,Automatic,Opel Insignia
23900,0.0,85.0,300.0,Automatic,Audi A1
5950,3.0,51.0,72000.0,Manual,Opel Corsa
31975,0.0,118.0,15.0,Automatic,Renault Espace
17490,2.0,81.0,41000.0,Manual,Audi A3
23525,0.0,85.0,28.0,Manual,Audi A3
20445,1.0,85.0,26741.0,Manual,Audi A3
17190,1.0,110.0,12447.0,Automatic,Opel Astra
22974,1.0,121.0,20000.0,Automatic,Opel Insignia
10989,1.0,77.0,25698.0,Manual,Opel Astra
15950,3.0,100.0,108090.0,Automatic,Opel Insignia
17900,3.0,81.0,84000.0,Automatic,Audi A3
7790,3.0,66.0,103000.0,Automatic,Opel Corsa
14900,0.0,66.0,14.0,Automatic,Opel Corsa
17990,0.0,110.0,82400.0,Manual,Audi A3
25000,3.0,162.0,50000.0,Semi-automatic,Audi A3
15980,1.0,66.0,19546.0,Manual,Audi A1
15850,2.0,92.0,17768.0,Manual,Audi A1
15790,1.0,66.0,6500.0,Semi-automatic,Opel Corsa
17899,2.0,81.0,29500.0,Manual,Audi A3
9990,1.0,56.0,15.0,Manual,Renault Clio
25490,0.0,110.0,1013.0,Automatic,Opel Astra
15380,3.0,81.0,69692.0,Manual,Audi A3
22990,0.0,70.0,1647.3626086956522,Manual,Audi A1
15980,0.0,66.0,8000.0,Automatic,Opel Corsa
43899,0.0,165.0,4899.0,Automatic,Renault Espace
24900,0.0,110.0,9000.0,Manual,Audi A3
20900,3.0,118.0,66265.0,Automatic,Renault Espace
12900,3.0,66.0,62400.0,Manual,Audi A1
14750,2.0,100.0,45000.0,Automatic,Opel Astra
9300,1.0,55.0,28732.0,Manual,Opel Corsa
35000,2.0,110.0,45000.0,Semi-automatic,Audi A3
19890,0.0,85.0,5000.0,Manual,Audi A1
17990,0.0,92.0,8.0,Manual,Opel Astra
19995,0.0,70.0,18.0,Manual,Audi A1
19990,1.0,110.0,9108.0,Manual,Audi A3
24706,0.0,110.0,1647.3626086956522,Automatic,Audi A1
18970,2.0,70.0,2900.0,Automatic,Audi A1
23890,1.0,125.0,24700.0,Automatic,Opel Insignia
16790,0.0,66.0,8.0,Automatic,Renault Clio
18290,1.0,110.0,24444.0,Automatic,Opel Astra
16950,1.0,66.0,23130.0,Manual,Audi A1
15555,1.0,77.0,16212.0,Automatic,Opel Astra
23007,0.0,81.0,1647.3626086956522,Manual,Opel Insignia
13730,3.0,81.0,87100.0,Manual,Audi A3
18800,2.0,100.0,35674.0,Manual,Opel Insignia
21854,0.0,85.0,1647.3626086956522,Manual,Audi A3
23900,1.0,125.0,7123.0,Automatic,Opel Insignia
16580,1.0,110.0,25773.0,Automatic,Opel Astra
19790,2.0,85.0,17500.0,Manual,Audi A3
14490,0.0,66.0,10.0,Automatic,Opel Corsa
22720,0.0,85.0,1647.3626086956522,Manual,Audi A1
31990,0.0,147.0,8000.0,Manual,Opel Insignia
22970,0.0,85.0,1150.0,Manual,Audi A1
18950,2.0,76.0,21500.0,Semi-automatic,Opel Astra
16500,3.0,81.0,122584.0,Automatic,Audi A3
16691,0.0,66.0,51.0,Automatic,Opel Corsa
7280,3.0,81.0,140500.0,Manual,Opel Astra
22440,1.0,110.0,4560.0,Automatic,Audi A1
12600,3.0,66.0,20300.0,Automatic,Opel Corsa
21490,0.0,70.0,10.0,Manual,Audi A1
16950,1.0,66.0,24990.0,Manual,Audi A1
21400,1.0,85.0,19900.0,Manual,Audi A3
15350,2.0,125.0,82900.0,Manual,Opel Insignia
12590,2.0,87.0,40676.0,Automatic,Renault Clio
12580,3.0,88.0,89716.0,Manual,Opel Insignia
25490,0.0,110.0,5.0,Manual,Audi A3
20780,2.0,125.0,45644.0,Automatic,Opel Insignia
23025,0.0,103.0,1647.3626086956522,Manual,Opel Insignia
14150,2.0,77.0,16000.0,Automatic,Opel Astra
31265,0.0,165.0,10.0,Automatic,Renault Espace
22328,0.0,103.0,1647.3626086956522,Manual,Opel Insignia
33945,0.0,147.0,8900.0,Automatic,Opel Astra
8750,0.0,55.0,1.0,Manual,Renault Clio
19500,2.0,81.0,59000.0,Manual,Audi A3
9490,1.0,66.0,33643.0,Manual,Opel Corsa
13890,1.0,66.0,10115.0,Automatic,Opel Corsa
24990,0.0,85.0,10.0,Automatic,Audi A3
22400,0.0,70.0,1647.3626086956522,Manual,Audi A1
9190,1.0,55.0,100.0,Manual,Opel Corsa
18000,2.0,81.0,30000.0,Manual,Audi A3
43800,0.0,147.0,100.0,Automatic,Renault Espace
12450,3.0,103.0,40000.0,Manual,Opel Insignia
10589,0.0,56.0,15.0,Manual,Renault Clio
17900,3.0,81.0,87999.0,Automatic,Audi A3
22800,0.0,85.0,20.0,Manual,Audi A1
13790,2.0,85.0,149170.0,Manual,Audi A3
7790,3.0,51.0,55010.0,Manual,Opel Corsa
8890,2.0,66.0,71223.0,Manual,Opel Corsa
25800,0.0,85.0,22.0,Automatic,Audi A3
20000,1.0,100.0,15541.0,Manual,Opel Insignia
12950,3.0,81.0,149999.0,Manual,Audi A3
7950,1.0,66.0,51064.0,Manual,Renault Clio
24500,0.0,85.0,300.0,Automatic,Audi A3
16000,2.0,100.0,16282.0,Automatic,Opel Astra
16400,3.0,81.0,90000.0,Automatic,Audi A3
15490,2.0,77.0,14542.0,Automatic,Opel Astra
16500,3.0,66.0,44000.0,Semi-automatic,Audi A1
9490,2.0,54.0,12300.0,Manual,Renault Clio
19450,2.0,125.0,99591.0,Automatic,Opel Insignia
12990,2.0,100.0,125968.0,Automatic,Opel Astra
12660,2.0,81.0,62929.0,Manual,Opel Astra
12500,2.0,100.0,125447.0,Manual,Opel Insignia
21390,0.0,70.0,1647.3626086956522,Manual,Audi A1
10990,2.0,74.0,3898.0,Manual,Opel Astra
24300,0.0,85.0,10.0,Manual,Audi A3
7400,3.0,55.0,54000.0,Manual,Opel Corsa
22100,3.0,81.0,51500.0,Semi-automatic,Audi A3
23240,1.0,85.0,4170.0,Automatic,Audi A3
7900,2.0,55.0,19282.0,Manual,Renault Clio
16940,1.0,66.0,27297.0,Manual,Audi A1
29989,0.0,110.0,5900.0,Automatic,Opel Astra
14980,3.0,81.0,127324.0,Automatic,Audi A3
18400,2.0,100.0,29295.0,Automatic,Opel Insignia
13990,1.0,67.0,14941.0,Automatic,Renault Clio
14990,3.0,66.0,49351.0,Automatic,Audi A1
13900,3.0,100.0,49000.0,Automatic,Opel Astra
17680,1.0,100.0,25281.0,Automatic,Opel Astra
25400,2.0,81.0,17000.0,Semi-automatic,Audi A3
11890,1.0,66.0,3610.0,Automatic,Opel Corsa
11850,3.0,66.0,85000.0,Manual,Audi A1
12999,3.0,85.0,92470.0,Semi-automatic,Audi A1
15900,3.0,92.0,108000.0,Manual,Audi A3
12489,1.0,77.0,63200.0,Manual,Opel Astra
20999,1.0,66.0,18035.130066815145,Automatic,Audi A1
17899,2.0,81.0,121000.0,Semi-automatic,Audi A3
16980,1.0,100.0,13200.0,Automatic,Opel Astra
11150,0.0,56.0,10.0,Manual,Renault Clio
26850,0.0,110.0,3000.0,Automatic,Audi A3
8200,3.0,66.0,87050.0,Automatic,Opel Corsa
7450,3.0,51.0,6244.0,Manual,Opel Corsa
18795,1.0,103.0,18000.0,Manual,Opel Insignia
12500,2.0,100.0,85000.0,Manual,Opel Astra
14990,3.0,110.0,105700.0,Manual,Audi A3
14350,3.0,125.0,86000.0,Automatic,Opel Insignia
5990,3.0,70.0,123300.0,Manual,Opel Corsa
17900,3.0,81.0,87999.0,Automatic,Audi A3
9800,1.0,66.0,45800.0,Manual,Opel Corsa
21460,1.0,70.0,14653.0,Automatic,Audi A1
22700,1.0,85.0,20978.0,Automatic,Audi A3
23490,0.0,85.0,1647.3626086956522,Manual,Audi A3
22400,1.0,71.0,31468.0,Automatic,Audi A1
9490,3.0,81.0,84000.0,Manual,Opel Astra
22490,0.0,100.0,11572.0,Automatic,Opel Astra
24999,0.0,85.0,7500.0,Automatic,Audi A1
18370,0.0,77.0,1647.3626086956522,Manual,Opel Astra
16899,1.0,60.0,9220.0,Manual,Audi A1
12300,2.0,81.0,62543.0,Manual,Opel Astra
17000,1.0,110.0,19200.0,Automatic,Opel Astra
7499,3.0,66.0,67956.0,Manual,Opel Corsa
20800,2.0,85.0,11424.0,Automatic,Audi A3
22300,1.0,85.0,12470.0,Automatic,Audi A3
39433,0.0,147.0,1.0,Automatic,Opel Astra
14480,3.0,125.0,130774.0,Automatic,Opel Insignia
25490,0.0,110.0,1647.3626086956522,Manual,Audi A3
9990,0.0,51.0,100.0,Manual,Opel Corsa
10990,0.0,55.0,1.0,Manual,Renault Clio
18000,2.0,66.0,30000.0,Semi-automatic,Audi A1
11470,2.0,81.0,44787.0,Manual,Opel Astra
14899,1.0,87.0,990.0,Automatic,Renault Clio
22550,0.0,85.0,7200.0,Manual,Audi A3
10980,3.0,100.0,87141.0,Manual,Opel Insignia
17050,0.0,66.0,1647.3626086956522,Automatic,Opel Corsa
6999,3.0,66.0,61000.0,Manual,Renault Clio
13950,3.0,100.0,116146.0,Manual,Opel Insignia
8500,3.0,55.0,41493.0,Manual,Renault Clio
9300,1.0,66.0,30899.0,Manual,Opel Corsa
20999,1.0,85.0,23897.0,Manual,Audi A3
28890,0.0,85.0,100.0,Automatic,Audi A1
12590,1.0,66.0,20936.0,Automatic,Opel Corsa
18490,2.0,92.0,20000.0,Manual,Audi A3
22999,1.0,85.0,11021.0,Automatic,Audi A3
24950,0.0,85.0,8000.0,Automatic,Audi A1
18099,0.0,77.0,5000.0,Manual,Opel Astra
15890,3.0,81.0,150000.0,Automatic,Audi A3
10990,0.0,56.0,50.0,Manual,Renault Clio
19990,1.0,121.0,13500.0,Manual,Opel Insignia
21400,2.0,85.0,10500.0,Automatic,Audi A3
21649,1.0,121.0,28277.0,Automatic,Opel Insignia
10945,3.0,81.0,121159.0,Manual,Opel Astra
9490,3.0,81.0,115800.0,Manual,Opel Astra
22400,0.0,110.0,1.0,Manual,Audi A3
9980,1.0,56.0,10.0,Manual,Renault Clio
11400,0.0,55.0,5.0,Manual,Renault Clio
13746,1.0,66.0,11325.0,Automatic,Opel Corsa
13800,2.0,100.0,31852.0,Automatic,Opel Astra
18780,1.0,100.0,13046.0,Automatic,Opel Astra
15500,3.0,110.0,138000.0,Manual,Audi A3
13790,2.0,77.0,26000.0,Automatic,Opel Astra
15980,3.0,81.0,67839.0,Manual,Audi A3
13500,3.0,92.0,109571.0,Manual,Audi A3
